response,generation,replication,participant_id,read_multiple_versions,generation_size,read_stories,participant_index,transmission_id,transmission_id_hash,network_type,num_stories_to_read,time_taken
"People used to die at a much younger age due to infections and other illnesses. Now that we have antibiotics, people are living longer and dying to other diseases such as cancer. Due to the widespread use of antibiotics, there have been bacteria that have evolved to be resistant to antibiotics, and can no longer be treated. If things continue on their current path, by 2050 we could have over 10 million deaths due to bacterial infections that are resistant to antibiotics.",1,35,313,0,3,"[""In past history, most people didn't die from cancer or heart disease because they died at younger ages than we do now from a number of things, mainly infections. Then antibiotics were discovered and that saved many lives by curing infections within days. Now people are dying of infections again because of antibiotic resistance. Now only some drugs will work and there is usually side effects. In the US and Europe, 50 thousand people die a year because of infections that drugs can't help. If this isn't gotten under control by 2050, the death rate will be at 10 million deaths a year."", 'Medicine has come a long way over the course of human history. In fact, we have been living longer, so long that things like Cancer are now killing people because people live long enough to be affected by them. Drugs like penicillin as well as other drugs that fight infection and bacteria have helped save millions of people over the years. These drugs have created superbugs which are diseases that are resistant to vaccines and medicine, causing a need to create newer medicine in a leapfrog type pattern.  ', 'For the last 70 years, humanity has lived under the protection of functional antibiotics which have saved millions of lives. Unfortunately, due to the speedy adaptation of microbes to new antibiotics, pharmacos no longer want to invest in developing antibiotics. Furthermore, due to routine antibiotic use in farming applications, the ones already in existence no longer work. We are at the end of the antibiotic age.']",1,35,1634,network,3,463138
Before the invention of penicillin in the 1920s many people died from infections. This greatly impacted society but now bacteria are becoming more resistant to antibiotics. There is a struggle to find new medicines as bacteria continue to develop immunity to the drugs. ,1,43,324,0,3,"['Until the 1920s, when Alex Fleming discovered penicillin, many deaths were due to people dying from infections. However, recently with bacteria becoming resistant to the many antibiotics around, infections are starting to become a big cause of deaths again.', "",for thousands of years we have leap frogged with bacteria and viruses by making antibiotics which they are starting to become resistant to. They're making super bugs that antiobiotics can't touch. Now pharmaceutical companies are giving up and viruses and infections are running wild. This is impacting modern lifespans. "", 'The article discussed how important the development of anti-biotics was for humanity. Prior to its invention people faced the serious risk of dying from infection. There is a race between the development of new anti-biotics and bacteria growing resistant to the current ones. Overuse of anti-biotics threatens to  cause the rise of more bacteria immune to it. More careful use of antibiotics could help prevent this.']",1,43,1663,network,3,148035
"Antibiotics were developed to help eradicate disease and cure bacterial infections. That's a good thing. But, overuse of antibiotics over the years, through personal prescriptions and use in food products, has caused the opposite outcome. Bacteria has now become resistant to antibiotics due to overuse. What was once a positive discovery has now become a negative.",1,2,325,0,3,"['Bacteria has built up such a resistance to antibiotics they barely work anymore. Drug companies do not spend time developing new antibiotics because of this. If it is not under control by 2050 more than ten million people will die per year due to infections.', ""For most of human history, the diseases that are now most commonly fatal, like heart disease and cancer, weren't how people died. People died before those could happen, for example due to infection from injury. Eventually, due to modern medicine and antibiotics, infections that used to kill people no longer did. But now because of antibiotic resistance, people are again dying of infections at higher rates. This antibiotic resistance could be prevented or slowed if we use them less, for example when it's not entirely necessary or in cases where we're not sure what the right antibiotic would be anyway. "", ""In the past people don't die because of cancer or another dangerous stuff simply because they were dying to early, almost young.\nLater this was changed after scientist discovered and began to use antibiotics.\nBut later bacterias developed resistance to  antibiotics.\nSo antibiotics help much less than in the beginning.\nTo resolve this problem we have to use antibiotics much less, especially do not use chicken and other kind of meat raised by using antibiotics.""]",0,2,50,network,3,210556
"Antibiotics have helped humans live longer healthier lives. With the discovery of penicillin people were able to overcome bacterial infections. This greatly contributed to an increase in lifespan and health among humanity. Unfortunately bacteria have started developing immunities to various antibiotics. This has lead to an increasing number of deaths, up to 70000 a year. Doctors a working very hard in order to solve this problem. ",1,18,328,0,3,"['Antibiotics initially changed things for the better. Many people who in the past had died from infection, could now be cured. \nThis was the golden age of antibiotics and it lasted for more than 50 years. \nNow people are becoming resistant to antibiotics and many people are dying because of this. \nIf we do not get this under control it is thought that many more people will die from untreatable infections. \nWe need to give less antibiotics to people and only give them when they are necessary and give the right one for the infection a person has. \n', ""Prior to the 1930s, most people didn't die of cancer or heart disease because they didn't live long enough to develop them. But in 1928, Fleming discovered penicilin, giving people the ability to be remedied. This was very helpful during WWI in terms of saving lives. However, people have developed antiobiotic resistance, totaling 700,000 deaths per year. This problem needs attention."", 'The world is at war with bacterial infections which is becoming a challenge every minute. It has been the trend that a new Antibacterial medicine is discovered and still the bacteria develops resistance within a short time. Scientists and medicine men are working day in day out to come up with a lasting solution but it is becoming a challenge.']",1,18,1575,network,3,197092
"In earlier history, people didn't die from things like cancer because they didn't live long enough to experience such things; they died from infections, being killed by animals, or in wars. Drugs such as penicillin enabled people to survive infections, but now people have developed resistance to those drugs, and new drugs have to constantly be invented in order to deal with old and new infections. Antibiotics are now being used in chicken. 

",1,25,318,0,3,"['Throughout history people did not die of cancer and heart disease. They tended to die from accidents and from the bacterial infections which followed these accidents. This trend began to change after the development of penicillin. The new antibiotic drug eliminated most deaths from bacterial infections. However, bacteria are living things and evolve and change over time. Eventually generations of bacteria became resistant to our antibiotics. So scientists developed stronger drugs and bacteria developed stronger resistances. Over and over again this happened until now pharmaceutical companies have lost interest in developing a newer, stronger, antibiotic which will only become obsolete. Currently approximately 50,000 die of bacterial infection every year but the world is on track to exceed 10 million deaths per year from bacterial infections by the year 2050. There are small steps we can perform to stem the tide of this trend. Perhaps hold off on giving your child an antibacterial treatment for an ear infection unless it is absolutely necessary. And refrain from purchasing chicken and shrimp which has received routine antibiotic treatment.', ""People never died of cancer or heart attacks back in the day. They would die of several other causes, being impaled by an ox, shot on the battlefield or some other infectious event. No, it was not until the British developed the first antibiotic that people began to live past infections. No longer did everyone die to infections in the trenches. This drug saved most lives on the battlefield. However, over time we continued to use this in mass and due to it, began playing a game of leapfrog with immunity to them. One drug would be developed, we'd grow immune to it and repeat. The antibiotics found everywhere and constantly being given to us are causing a rapid immunity reaction that will cause death in the millions by 2050. So maybe we could go without chicken, or fruit grown with antibiotics."", 'In history people didnt die of cancer or heart disease they died by more uncommon things like animals, or factories, or fighting in war. Basically that changed when they starting using pills like anti biotics such as penicillin which fights bacterial infections. But there is something called antibiotic resistance or other known as superbugs. But in our time its pretty far so much advanced but for some cases only 1 or 2 out of 100 actually work to fight against bugs.']",1,25,1603,network,3,871470
Before the discovery and invention of penicillin millions of people didn't make it to old age due to injuries which resulted in bacterial infections. Now with the widespread use of antibiotics such as penicillin people and bacteria are developing resistance. Therefore the widespread use of antibiotics needs to slow down. ,1,38,371,0,3,"[""Cancer and heart disease are the main causes of death in the western world. In the past this wasn't the case; most likely due to people not living long enough to develop those diseases, People in the past died from injuries. Injuries were initially cured from the Fleming's invention of penicillin which stopped infections that killed most people after dealing with injuries. Penicillin saved up to 15% of the armed service members during world war II. Now, the world is dealing with super bugs. Super bugs are resistant to antibiotics such as penicillin. Antibacterial resistance has become so prevalent that drug makers are no longer interested in manufacturing antibiotics. It is estimated that 50,000 people in Europe and the U.S. die each year from infections that use to be curable, but the drugs no longer work. World wide death totals from infections could reach 10 million annually by 2050. The steps to finding a solution is as simple as not using antibacterial soap, not providing antibiotics to children for small infections and not buying meat and fruit that was grown with antibiotics. "", 'Most people in the 19th century did not live long lives. They died early from infections, war, or accidents in a manufacturing plant. This has changed since the discovery of Penicillin. This introduction of an antibiotic made a lethal infection be cured within days. It was estimated that this antibiotic saved 12-15% of military men during World War 1.\n\nTimes have now changed to where we are now seeing more infections that are resistant to antibiotics. It is a constant evolutionary battle of bacteria evolving resistance to where pharmaceutical companies have realized it is not financially worth it. We went from a society where were could get a simple drug to fight an infection, to where maybe one or 2 drugs might help with side effects, or no drugs at all. \n\nScientists believe that we should change practices to where we are less reliant on antibiotics, in order to fight this issue and give people a better chance of surviving. If you have change your light bulbs to fight climate change, you already know what simple, small changes can have a big impact on the overall goal. We can not just give antibiotics to every infection, as well as buy produce where they are constantly given antibiotics through their harvest. ', ""Infections used to be a common cause of death until antibiotics were discovered. Now the overuse of antibiotics is creating superbugs that are resistant to antibiotics and we don't currently have anything to replace this medicine. We can help slow this process by using fewer antibiotics or only using them when we know it is the right solution or cure.""]",2,38,1637,network,3,234986
"People in the past did not die from cancer or heart disease because they did not live long enough to get these ailments.  They died from bacterial infections, sometimes caused by accidents and the infections that developed from those accidents.

Bacterial infections are a leading cause of death.  Scientists continually try to keep up with new antibiotics to cure these infections.  However, many of these bacterial infections are resistant to antibiotics.  People need to change their ways or these bacterial infections will become more prevalent in the future.",1,41,321,0,3,"['In earlier times, death was often a result of injury and subsequent infections. People simply did not long enough and die from lifestyle induced diseases like cancer or heart disease like people do today. In the late 1920\'s, penicillin was discovered and put into use. It alone may have been responsible for saving tens of millions of Allied lives during World War 2. However, bacteria fights for resources and these mutations create the need for new antibiotics over time. Bacteria can become resistant to treatments and become a ""superbug"". Scientists are constantly playing ""leapfrog"" with the bacteria to keep up with treatments. Around 700,000 people die of illness due to these bugs, but that number could reach ten million into the future. Small steps like avoiding food treated with antibiotics or being more educated about treatments prescribed could be small steps to alleviate these problems.', ""People in the past didn't die of the things we die of now like cancer. Basically they didn't live long enough to get to that point. They died of accidents and infections from those accidents. All that changed in 1928 when Alexander Fleming discovered penicillin. This was a miracle at the time because it now routine infections that could kill could now be cured. However over time bacteria that was being killed by penicillin and other anti-biotics became resistant and it became a cat and mouse game from drug companies developing antibiotics that could kill bacteria and bacteria developing resistance to the antibiotics. We have now come to the point where if we don't change our ways by 2050 over 10 million people could die a year from infections caused by antibiotic resistant bacteria. We have to change our habits by not giving antibiotics for common infections and buy produce like fruits and chicken that have been raised and grown using antibiotics."", ""People are living longer thanks to antibiotics. People back then died before disease could get them. People died from animal injuries. They didn't live to die from cancer or heart disease. ""]",1,41,1661,network,3,460261
"The article was about humans living longer over time due to the development of antibiotics to fight bacterial infections. The article says antibiotics are being overused when there are other medications to fight infection and, therefore, the antibiotics are growing less effective and we need to fight to combat their overuse when unneeded.",1,4,326,0,3,"[""During the history of mankind, people did not live a long life and that it was because of events that caused a premature death such as being attacked by wild animals or dead causing injuries during the industrial revolution. With time and help of science there was the invention of penicillin or antibiotics that helped fight against infections. Population started living longer, however there is a resistance against antibiotics as there is a continuous race to develop antibiotics for each infection causing bacteria. With time the more the antibiotics are used the more trained is getting the bacteria to fight it. If we don't stop taking antibiotics for common infections that could be easily be treated with regular medication the antibiotics are going to be useless. Just like the fight against the global warming and climate change, we need to take those same small steps to fight for antibiotics against the infection causing bacteria.""]",0,4-0,51415,chain,1,297744
People need to stop eating meat with antibiotics in them because they are harming them. People in the old days were harmed by antibiotics resistance but something else normally took them out before that killed them. ,1,37,331,0,3,"['in our past people werent dying of heart disease or old age because they died before those things could occur, usually due to infection. but we have overused antibiotics so they are becoming less affective and pharma companies dont want to make new ones so we should stop eating antibiotic raised meats', 'In the past people did not have medicine so people did not live long until medicines were discovered and people have been cured and recovered. However, viruses and bacterias have been developed and resistant to medicine so Pharmacists have to change formulas to be able to get rid of those sickness. Moreover, there are a lot of people die every year still because the size of resistance.', 'Over the years, bacterial infections have claimed lives in what is seen as a cycle of Antibacterial Resistance. Scientists are still researching and hoping to come up with a lasting solution to the problem.']",1,37,1636,network,3,115853
"Many people didn't used to die of cancer of heart disease because they didn't live long enough to develop these conditions. With the discovery of penicillin, people began to live longer as they were previously most likely to die of infection. As a result of this discovery people started living longer. However, drug makers didn't want to continue to develop more targeted antibiotics and as a result many people now have antibiotic resistance to infections. As a result, people should only take antibiotics when absolutely necessary. ",1,33,333,0,3,"[""While people dying from cancer and heart disease is common in today's world, it wasn't so common long ago. This was mainly due to the fact that people didn't live long enough lives to develop these death sentences. However, when pencillin was discovered in 1928, things started to change for the better and people were able to live longer lives. Now though, antibiotics have been overused and antibiotic resistance is taking over, which is causing people to once again die of infections."", 'For hundreds of years, we didn\'t die due to old age diseases like cancer but more often due to infections following injuries. This changed when Penicillin was discovered in the 1920s. While it\'s saved many lives, we\'ve overused it. Drug companies no longer want to continually develop new drugs to adjust to the changes the bacteria make, which leads to ""superbugs."" These combine for a rise again in deaths due to infection, which will reach 10 million people per year by 2050. To combat this, we should quit using antibiotics unless we\'re absolutely sure they\'re necessary.', 'The article is about cancer treatment . It was started in the foreign country. in this injuries most of the people  died.\nfor this they found a antibiotics to cure the people. The antibiotics was first started by the Alexander Fleming that is the \nPencilin. That drug was still used now a days  to fight the Bacterial  infections.']",1,33,1632,network,3,148464
"People used to die of infections much more frequently, before the invention of vaccines and antibiotics. Now, we are getting to a point where we are not dying of infections but this could change as we are becoming resistant to antibiotics. We have to discover new antibiotics to combat vaccine resistance. Scientists are trying to come up with a better/more permanent solution.",1,37,342,0,3,"['in our past people werent dying of heart disease or old age because they died before those things could occur, usually due to infection. but we have overused antibiotics so they are becoming less affective and pharma companies dont want to make new ones so we should stop eating antibiotic raised meats', 'Over the years, bacterial infections have claimed lives in what is seen as a cycle of Antibacterial Resistance. Scientists are still researching and hoping to come up with a lasting solution to the problem.', 'In the past people did not have medicine so people did not live long until medicines were discovered and people have been cured and recovered. However, viruses and bacterias have been developed and resistant to medicine so Pharmacists have to change formulas to be able to get rid of those sickness. Moreover, there are a lot of people die every year still because the size of resistance.']",2,37,1636,network,3,221708
"In summary, throughout history, humans passed away from issues related to the non-advancement and accessibility of health care. As a result, the human life span was shorter than it is now. Instead of passing away from diseases, humans passed away through means of environmental factors in trying to survive. 
In contrast, now, we have developed accessibility to health care, thus, increasing our life span. However, the threat we face now is the evolution and growth of bacteria present. From human to human, there are precautious measures we can take to lessen the amount of bacterial exposure.",1,8,329,0,3,"[""Throughout the majority of human history, people did not die from the common modern health issues such as cancer or health disease. The most likely reason for this is simply because they didn't live long enough to develop them, being gored by an ox, injured on the battlefield, crushed during the industrial revolution, or most commonly dying from infection after sustaining these injuries.\n\nIn the modern age, due to the creation of antibiotics, we no longer have to fear death from a simple infection, but this so-called golden age of medicine may be coming to a close. More and more strains of bacteria have become resistant or completely immune to antibiotics, meaning out of a hundred different antibiotics two with heavy side effects, one, or even zero will have any effect. It is estimated by 2050 10 million people will die every year from infections from these type of bacteria.\n\nBut there is something we can do, just like some people have elected not to purchase wasteful plastic products or to consume meat, we can stop taking antibiotics unless we are sure they will work. We can also pressure doctors to be less liberal with the prescription of these drugs, or advocate for funding to develop newer medicine that will continue to work.""]",1,8-1,55260,chain,1,287932
"Cancer is a disease that is relatively new to human beings and has come about due to the fact that people are simply living long enough to incur cancer. Increased longevity is the result of medications such as penicillin which has helped people to survive deadly infections that once killed many people. Due to the misuse and overuse of penicillin, people are now immune and superbugs have been the result which are challenging to fight off. ",1,33,338,0,3,"['The article is about cancer treatment . It was started in the foreign country. in this injuries most of the people  died.\nfor this they found a antibiotics to cure the people. The antibiotics was first started by the Alexander Fleming that is the \nPencilin. That drug was still used now a days  to fight the Bacterial  infections.', ""While people dying from cancer and heart disease is common in today's world, it wasn't so common long ago. This was mainly due to the fact that people didn't live long enough lives to develop these death sentences. However, when pencillin was discovered in 1928, things started to change for the better and people were able to live longer lives. Now though, antibiotics have been overused and antibiotic resistance is taking over, which is causing people to once again die of infections."", 'For hundreds of years, we didn\'t die due to old age diseases like cancer but more often due to infections following injuries. This changed when Penicillin was discovered in the 1920s. While it\'s saved many lives, we\'ve overused it. Drug companies no longer want to continually develop new drugs to adjust to the changes the bacteria make, which leads to ""superbugs."" These combine for a rise again in deaths due to infection, which will reach 10 million people per year by 2050. To combat this, we should quit using antibiotics unless we\'re absolutely sure they\'re necessary.']",2,33,1632,network,3,173742
"PEOPLE ARE  DYING MORE FROM DISEASES TODAY. ANTIBODIES ARE JUST NOT WORKING AS WELL AS THEY DID IN THE OLDER DAYS.  THEY ARE USED SO MUCH FOR EVERY LITTLE MINOR ISSUE THAT THE BODY HAS USED UP A RESISTANCE AND THE MEDICINE DOES NOT WORK AS STRONGLY AND WELL AS IT ONCE DID.  ANTIBODIES HAVE BECOME HARD TO FIND AND MAKE THOSE THAT WORK WELL, IF WE CAN USE LESSER ANTIBODIES AS WE CAN, WHEN WE REALLY  NEED THEM, THEY WILL WORK BETTER AND STRONGER FOR OUR STRONGER NEEDS.",1,3,320,0,3,"['For 70 years, antibiotic drugs have saved millions of lives throughout the world. However, the game is now changing. Bacteria are developing resistance quickly against antibiotics. Pharmaceutical companies are finding it difficult to keep up with mutating bacteria. Out of hundreds of antibiotics, two, one, or none works. The way to get around this is to avoid using antibiotics for minor infections from an early stage of life.', ""Back in the history days, people didn't die from cancer or heart disease as much as they do these days. People mostly died from freak accidents and battlefield wounds back then. As a result, Alexander Fleming create the medicine Penicillin in order to treat infections and sepsis. The medicine worked for quite some time until the bacteria started to resist it. After that, the medicine makers found themselves having to keep redoing the medicine over and over again. Finally, the medicine makers just said oh well we will just have to have these medicines but they will have side effects. Furthermore, it would be a great idea if people could ween themselves off of the antibiotic-raised chicken and fruits and veggies. "", 'When antibiotics were first discovered they were like a miracle cure and helped many people however over time the bacteria that caused infections mutated and became resistant to many antibiotics and became super bugs. People are now dying from these bugs because the antibiotics are not working, if this continues many more will die. We need to stop prescribing routine antibiotics for simple illnesses like ear infections, if we slow down we can help revert some of this resistance any hopefully save many people. ']",1,3,51,network,3,698549
The overuse of antibiotics have reduced its effectiveness. Science cannot keep up with the many infections because people have overused antibiotics so the strains of infections keep mutating and are no linger effective. If we don't stop over using antibiotic over 10 million people will die each year due to infections by midcentury.,1,36,337,0,3,"['Antibiotics have saved millions of lives, but their overuse has made them increasingly ineffective. Now bacteria become antibiotic-resistant so fast that drug companies have almost stopped making new ones. Over 700,000 people die each year from infections that antibiotics can not treat.  If this problem is unchecked, by mid-century infections could claim over 10 million lives annually. The only way to stop this is to stop the routine use of antibiotics and stop buying meat from animals bathed in antibiotics.']",2,36-2,1572680,chain,1,227393
antibiotics are something like a merical that can be reconstructed over and over better then before it is constructed to keep the human body fighting but may not be fast enough to survive faster stronger diseases ,1,9,334,0,3,"[""The discovery of antibiotics in the early 1900's saved countless lives, mostly from the infections from injuries that previous would have killed people. However recently, vaccine-resisted 'super bugs' have seen an increase and it has researchers worried that are antibiotics won't/can't work against the worst of them. "", ""The article talks about that back in the day a lot of people would die before they reach 60 or 70 years. They would die from accidents, war, infections, etc. They didn't get old enough to develop the deseases that people in their old age develop now. They didn't have the drugs to fight infections or other illnesses in the past. Now that we do, people live longer. But now the vacteria and viruses are evolving to fight those drugs that we make to fight them. They're doing it so fast that we can't keep up with them. The companies that develop them are no longer interested in finding new drugs. We have to do something, even if it seems small, so that we can keep fighting infections and preventing so many deaths from them."", 'The fight against bacteria is a cat and mouse game. Unfortunately, antibacterial resistant strains have developed and some fifty thousand people die annually from infections for which there is no treatment in the United States alone. If this trend continues, by 2050 approximately ten million people will die a year worldwide. In order to prevent a post antibacterial world we should take measures such as sometimes forgoing antibacterial treatment for things like ear infections and not support eating food procured through the use of antibiotics.']",1,9,57,network,3,307591
"Antibiotics were developed to fight infections caused by disease. Bacteria affected by these antibiotics quickly developed a resistance to these antibiotics. There are tens of thousand of deaths each year due to bacterial infections that are resistant to antibiotics, so we must find ways to reduce antibiotic usage. Usage in agriculture should be curtailed to reduce the unnecessary spread of resistance to antibiotics.",1,27,323,0,3,"['The antibiotics help fight against infectious diseases. They are very effective but the bacteria may soon become quickly resistant to the antibiotics. It requires pharmaceutical companies to develop new antibiotics to fight the mutated bacteria. However, the bacteria can mutate again to become resistant to the new antibiotics. It is impractical to continuously develop new antibiotics in light of the bacteria becoming adapted to the new drugs. Tens of thousands of people die each year due to infectious diseases and this number will only go up in the future. One effective way to fight this is to reduce anti-bacterial drug usage in medicine or in agriculture so discourage the bacterial mutation.', 'People long ago used to die of things like getting gored by an ox, or some kind of accident, and/or infections from the wounds.  In 1928, fleming invented antibiotics and this was a godsend.  People were no longer dying of infections.  but as the years\nprogressed, antibiotics are helping less and less in infections.  the only way we could get this under control is to have people\nstop eating meats and everything else that are pumped with antibiotics. ', 'There was a time that people did not die of cancer or heart disease.  They did not because they often died before these diseases could take their toll.  People generally died due to accidents, being gored by a bull, shot on the battlefield, hurt on equipment.  From this they often developed bad infections which ultimately killed them.  With the development of penicillin this changed and people lived longer.  Over the years various antibiotics continued to be developed but the bacteria fought back in trying to stay alive themselves and as a result it been a continual game of trying to leapfrog over the next strain to prevent a superbug.  In the future we need to look at our use of antibiotics and make sure we are dong what we need to out of necessity and not just throwing drugs at it.']",0,27,1605,network,3,610525
"Bacteria has now been proven to resist the effects of antibiotics. This has led to more people dying of infections in the recent years. When antibiotics were first developed, many people die from other causes like heart disease and cancer. But now, infections are causing a higher mortality rate.",1,2,340,0,3,"['Bacteria has built up such a resistance to antibiotics they barely work anymore. Drug companies do not spend time developing new antibiotics because of this. If it is not under control by 2050 more than ten million people will die per year due to infections.', ""For most of human history, the diseases that are now most commonly fatal, like heart disease and cancer, weren't how people died. People died before those could happen, for example due to infection from injury. Eventually, due to modern medicine and antibiotics, infections that used to kill people no longer did. But now because of antibiotic resistance, people are again dying of infections at higher rates. This antibiotic resistance could be prevented or slowed if we use them less, for example when it's not entirely necessary or in cases where we're not sure what the right antibiotic would be anyway. "", ""In the past people don't die because of cancer or another dangerous stuff simply because they were dying to early, almost young.\nLater this was changed after scientist discovered and began to use antibiotics.\nBut later bacterias developed resistance to  antibiotics.\nSo antibiotics help much less than in the beginning.\nTo resolve this problem we have to use antibiotics much less, especially do not use chicken and other kind of meat raised by using antibiotics.""]",1,2,50,network,3,182497
"The article likely talked about how the introduction of antibiotics helped save the lives of many people. Rather than dying from the common communicable and bacterial and viral diseases of the past, antibiotics made it possible for people to live long enough to die from other causes like strokes and heart disease and possibly old age. But, this widespread use of antibiotics has come at a large cost because the germs and bacteria have evolved to adapt to these antibiotics. As a result, there are many kinds of drug resistant bacteria that have and may develop that will lead to many more deaths in the future when people become infected by these kinds of super bugs. The article describes how, by 2050, these kinds of super bug will be so prevalent that many millions of people will die from such drug resistant bacteria each year. The article advances some steps society needs to take to prevent this like not using antibiotics in animal farms nor to treat minor infections to prevent that development of these kinds of drug resistant bacteria or super bugs.",1,10,344,0,3,"[""previous to antibiotics being invented, the life span of humans was really short.  We didn't die from heart problems or strokes because we didn't live long enough.  But now the antibiotics that helped us are becoming resistant and we keep trying to make different ones but the germs keep evolving.  it's a wicked game of leap frog.  We should all do our part to slow resistance by not using antibiotics unless we really need them."", 'Drug resistant bacteria are on the rise.  Commonly called superbugs, these bacteria can mutate much faster than science can create counters.  By 2050, we could be losing 10 million people a year to infections from superbugs. ', ""Prior to antibiotics, most people died of injuries as opposed to cancer and heart disease which are the leading causes of death today. This changed with the advent of antibiotics. Antibiotics saved a great many soldiers during the World War. Unfortunately, bacteria that are resistant to antibiotics are becoming more common. Many people are dying each year of untreatable infections. If behaviors aren't changed it is estimated that 10 million people a year will die from resistant bacteria by 2050. There are steps that can be taken at the consumer level which include not buying farm products that use antibiotics and not using antibiotics to treat minor infections. ""]",2,10,1567,network,3,460642
"Before the discovery of antibiotics, most people did not live into old age and most deaths were not age-related. Before antibiotics, deaths were usually from accidents rather than things like cancer.",1,15,350,0,3,"['In the past history most people did not die of long age diseases such as cancer and heart disease. Usually it was random events like being shot or falling off something. Only once infection could be combated with antibiotics and average age of living raised did we see the more common age driven deaths. And as we use these antibiotics more and more w create superbugs that are immune to their effects. over the past 70 years they have been growing stronger and stronger and will only keep growing until its a major issue. But if we work together and avoid using antibiotics we can slow down this change', ""Antibiotic resistance is becoming a global problem. If we don't do something immediately to stop this, the result may soon be 10 million deaths per year from infection and sepsis. People should stop taking antibiotics routinely for colds, ear infections, and other illnesses that don't respond to antibiotics. These drugs shouls be reserved only for bacterial infections which are likely to respond to them. People need to stop buying chicken and fruit raised with antibiotics, as this is part of the problem too. "", '1928 alexander flaming discovered drugs in bacteria . most of the people not injuries in cancer and some deseases but some peoples are injured in shot and any other deasese .   drugs are using growth bateria . this world any prolem solved lot of medicine so peoples are saved..  because the worldf are developed and the peoples are very inteligent.  so peoples are saved.']",2,15,1572,network,3,209634
"Before the creation of antibiotics, people did not die from major diseases such as cancer because they did not live long enough to develop them. They died from things like the revolution and plague. After antibiotics were invented we started using the for everything and they became less effective. We must stop using antibiotics and treating food with antibiotics so we do not make them useless.",1,8,339,0,3,"['Before the creation of antibiotics in 1929, people did not die of diseases such as cancer. This was simply because they did not live long enough to ever develop them. The lifespan of people in those times was significantly less, as they died early of other factors, such as dying in the industrial revolution, scarlet fever, etc.\n\nAfter antibiotics were created, people lived longer, however the abuse of antibiotics started. We would use antibiotics to treat everything, which would see its treatment getting less and less effective. Now in the present we are at a point where antibiotics are no longer working for some major things simply because we have over used them in the last 70 years.\n\nWe need to stop using antibiotics to treat small things and stop consuming foods that are injected with antibiotics. This is the only way to save us from not having them in the future.']",2,8-2,55261,chain,1,226858
"The discovery and use of antibiotics, namely Penicillin saved a lot of people. Since then antibiotics have mutated to where we need stronger ones. ",1,39,346,0,3,"['There was many death no due to cancer or heart attack It was due to war and infection and bacteria related death. It changed after the discovery of Anti bacteria named pencilinn.', 'People before the development of antibiotics died of injuries and accidents.  There were no bacteria diseases that actually killed people.  When Alexander Fleming developed the first antibiotic penicillan, this was a breakthrough in killing viruses.  As the world developed, these viruses became immune to a lot of antibiotics.  There are now mutated viruses that antibiotics cannot kill and millions of people will die from these viruses that are immune to antibiotics. \n\nThe author concluded that if we can change the world with antibiotics we should make the changes to combat climate change.  ', ""Prior to the emergence of antibiotics and modern medicine, most people wouldn't reach the older ages that are common today. Many died from injuries and infections from those injuries. That changed in 1928 when Alexander Fleming discovered the antibiotic Penicillin. This led to saving between 10-15% of the Allied Forces during World War II.\nOver the last century the overuse of antibiotics has led to microbial resistance. This means that formerly effective antibiotics are no longer working. Many pharmaceutical companies are not even researching new antibiotics as they become quickly ineffective due to resistance. It is estimated that 10 million people worldwide will die from diseases related to microbial resistance. \nIn order to fight back against this, we need to take action by reducing our antibiotic use, especially for minor ailments such as earaches.""]",2,39,1638,network,3,91353
